transaction_id,customer_id,merchant_id,amount,payment_method,failure_reason,retry_count,minutes_since_failure,customer_success_rate,method_success_rate,previous_failures,is_international,device_type,hour,day_of_week,recovery_success
TX044896,13964,2665,2235.26,CARD,LIMIT,3,60,0.8053093676222078,0.8738097271206444,1,0,tablet,15,2,1
TX044897,11639,1986,3404.69,CARD,LIMIT,0,120,0.4855382543889423,0.6219166082411538,3,0,mobile,13,2,1
TX044898,17833,1316,478.34,CARD,LIMIT,0,30,0.577262969136576,0.5967376026777377,3,0,desktop,22,1,1
TX044899,12127,1328,320.97,CARD,BANK_DECLINE,0,15,0.5821185905511564,0.5276656101198128,3,0,tablet,21,5,0
TX044900,8328,305,4962.54,UPI,NETWORK,2,5,0.4349953317392148,0.5262059655415706,1,0,mobile,9,0,0
TX044901,14137,1905,641.75,NETBANKING,BANK_DECLINE,0,5,0.8004078115333086,0.44417948204767943,3,0,tablet,7,2,0
TX044902,13708,1999,1068.81,NETBANKING,TIMEOUT,2,120,0.7721014934330277,0.7690913867072618,1,0,mobile,14,0,0
TX044903,16051,1950,394.62,CARD,LIMIT,0,240,0.803005540639798,0.7871497729074327,4,0,tablet,0,2,0
TX044904,12910,1716,508.68,UPI,BANK_DECLINE,0,240,0.45575821038308995,0.8019091791936375,2,0,mobile,17,0,0
TX044905,2537,2155,7526.04,CARD,TIMEOUT,3,30,0.8096868871665674,0.4598683064768289,2,0,mobile,21,0,0
TX044906,4168,689,4778.33,NETBANKING,NETWORK,3,60,0.7011740191055424,0.8774778631134557,2,0,tablet,20,1,0
TX044907,6687,1389,1513.68,UPI,LIMIT,1,240,0.5434483593154884,0.42318842854004823,2,0,desktop,22,2,0
TX044908,17352,2504,610.44,NETBANKING,NETWORK,2,240,0.5184823294472075,0.7000876408625506,4,0,desktop,6,1,0
TX044909,19279,691,647.73,CARD,LIMIT,3,5,0.44466236830410044,0.32646974457203154,0,0,tablet,9,3,0
TX044910,8803,1833,2296.72,UPI,NETWORK,1,30,0.34907964200268005,0.6953089423380954,4,0,desktop,9,0,0
TX044911,9376,2963,7060.68,UPI,TIMEOUT,3,240,0.596482873308635,0.6759091770204958,3,0,tablet,19,4,0
TX044912,2456,2747,867.74,WALLET,BANK_DECLINE,0,5,0.938641252306367,0.44530765946432105,1,0,mobile,11,0,1
TX044913,2494,353,555.18,WALLET,NETWORK,0,60,0.6420142340276038,0.71146940340422,1,0,mobile,20,4,0
TX044914,6060,1685,2493.65,WALLET,BANK_DECLINE,3,5,0.8544440427051527,0.9430956831668615,1,0,desktop,11,3,1
TX044915,10479,1682,2789.62,CARD,NETWORK,0,15,0.8266108967365746,0.3983059658305641,2,0,desktop,19,4,1
TX044916,11065,1792,994.78,NETBANKING,NETWORK,0,5,0.5795450072713277,0.5644036472496679,1,0,tablet,16,1,0
TX044917,2750,2505,1538.91,CARD,BANK_DECLINE,3,60,0.351376020804884,0.5176172070245997,1,0,desktop,6,1,0
TX044918,11438,838,501.95,UPI,BANK_DECLINE,0,240,0.6211738078426847,0.8507699897746976,1,0,desktop,14,1,0
TX044919,17557,936,545.19,NETBANKING,NETWORK,2,5,0.8790070678050101,0.34015506162478987,1,0,desktop,21,5,1
TX044920,5312,1523,1964.77,UPI,LIMIT,2,30,0.6777486113067437,0.5521929683346601,0,1,desktop,12,2,0
TX044921,19405,2646,681.19,NETBANKING,BANK_DECLINE,1,15,0.755107136143361,0.3522025261166836,4,1,mobile,10,3,0
TX044922,2396,1003,540.5,UPI,LIMIT,2,240,0.34165913195547964,0.9031930376106108,1,0,desktop,13,4,0
TX044923,1173,1657,2338.33,WALLET,BANK_DECLINE,1,240,0.6183518557650254,0.5983905383182512,3,0,tablet,16,6,0
TX044924,12586,732,307.83,CARD,BANK_DECLINE,1,15,0.3100233878194624,0.7945403718307693,1,0,mobile,4,1,1
TX044925,16913,2560,180.47,UPI,BANK_DECLINE,0,15,0.8473287060624575,0.5455190330201672,3,0,tablet,10,0,0
TX044926,12080,2179,121.56,UPI,NETWORK,0,5,0.5793331109177247,0.7780603030800247,2,0,mobile,12,0,0
TX044927,15772,592,227.27,NETBANKING,NETWORK,0,240,0.8535152923705658,0.41965136902546174,1,0,tablet,8,2,0
TX044928,3246,2055,868.12,NETBANKING,BANK_DECLINE,1,5,0.8621950208342604,0.40462812764440603,4,0,tablet,22,5,1
TX044929,2699,1290,549.89,CARD,BANK_DECLINE,1,30,0.699696958199598,0.481918095907922,0,1,mobile,5,1,1
TX044930,15963,2581,858.96,WALLET,LIMIT,3,15,0.775417934973513,0.3509169558836508,2,0,mobile,6,0,0
TX044931,2844,2087,285.55,NETBANKING,NETWORK,1,60,0.856821247792682,0.659998949461281,1,0,tablet,16,5,1
TX044932,7397,1649,793.08,CARD,LIMIT,1,5,0.6708085213857501,0.4475209245764149,1,0,mobile,7,4,1
TX044933,13885,906,2163.56,UPI,BANK_DECLINE,1,240,0.6685713214060791,0.5734261122909095,1,0,mobile,23,1,0
TX044934,17108,1322,222.12,NETBANKING,TIMEOUT,3,240,0.8136579890410822,0.7627095462436877,1,1,tablet,1,2,0
TX044935,8520,631,358.2,WALLET,LIMIT,1,120,0.38178782889696017,0.3994092468201607,2,0,mobile,20,2,0
TX044936,10942,1685,496.21,UPI,NETWORK,3,240,0.9338797262408327,0.4012697782540609,0,0,tablet,6,6,1
TX044937,1892,778,217.93,NETBANKING,NETWORK,1,60,0.5002735180123146,0.8702240359337097,0,1,mobile,10,3,1
TX044938,9406,875,1474.8,CARD,TIMEOUT,2,30,0.805963387683724,0.45691033389093644,1,0,mobile,23,3,1
TX044939,14171,858,785.65,CARD,LIMIT,2,30,0.6249092257606326,0.5592043347385417,0,0,tablet,15,5,0
TX044940,17989,951,501.97,WALLET,NETWORK,1,120,0.41806640806145273,0.6309504236196735,2,0,tablet,5,4,0
TX044941,15672,330,2958.42,CARD,LIMIT,1,120,0.6809286004314914,0.8568349038086505,2,0,desktop,4,0,1
TX044942,17312,759,3511.05,WALLET,LIMIT,1,240,0.6530343975966267,0.3141113083415964,3,1,desktop,11,3,0
TX044943,19897,2687,130.55,WALLET,NETWORK,0,240,0.7818517961272679,0.9402215729555927,1,1,mobile,11,1,1
TX044944,8043,2985,712.97,WALLET,BANK_DECLINE,0,60,0.7141256301381305,0.8685083075164,0,0,desktop,18,5,1
TX044945,18561,1049,277.83,UPI,LIMIT,1,60,0.6630127380639461,0.6210594733442099,4,0,mobile,10,2,0
TX044946,13638,2604,776.79,UPI,LIMIT,2,60,0.6399476994856771,0.5885998554775933,1,0,tablet,4,6,1
TX044947,18867,1015,1718.54,CARD,NETWORK,2,15,0.8010497584880967,0.8405782748432549,1,0,desktop,3,3,1
TX044948,10737,762,9844.35,UPI,LIMIT,1,240,0.38120530495926863,0.7775038576208315,2,0,desktop,4,4,0
TX044949,14953,1708,431.15,WALLET,TIMEOUT,3,120,0.8457301687272163,0.6598316667640578,4,0,tablet,7,1,1
TX044950,16419,2698,107.4,CARD,TIMEOUT,3,30,0.45582661220122145,0.3662423092548981,3,0,tablet,5,5,0
TX044951,10688,2437,2558.19,WALLET,TIMEOUT,3,5,0.47921680762413166,0.32533627347813243,3,0,tablet,9,2,0
TX044952,13974,2297,528.45,WALLET,NETWORK,0,15,0.9314351884305558,0.8750990822864326,1,0,mobile,12,6,1
TX044953,6358,1723,925.16,CARD,NETWORK,1,5,0.433997093674958,0.5762614098776142,2,0,mobile,1,0,0
TX044954,11418,2677,336.08,WALLET,NETWORK,0,30,0.526070837644938,0.709018034309302,0,1,tablet,2,5,1
TX044955,18474,1387,1635.62,UPI,LIMIT,2,120,0.7290826219269478,0.6552193367268511,0,0,desktop,18,1,1
TX044956,10808,416,216.4,UPI,BANK_DECLINE,2,60,0.8761851643197032,0.4005184771273534,4,1,desktop,9,5,1
TX044957,15583,568,1065.29,CARD,LIMIT,3,15,0.6751330292625974,0.37632594553904813,2,0,tablet,8,4,0
TX044958,2591,2561,580.62,WALLET,BANK_DECLINE,1,5,0.8240123978665868,0.5778293603938447,2,1,desktop,23,5,0
TX044959,16458,221,1628.46,UPI,TIMEOUT,3,120,0.5693790476712881,0.604015067284587,2,0,desktop,14,1,0
TX044960,6901,1113,1104.17,NETBANKING,BANK_DECLINE,0,60,0.6259287126998947,0.6265008731538187,1,0,mobile,5,3,1
TX044961,9079,1323,13732.21,UPI,NETWORK,3,15,0.4786688904693217,0.41242637119896275,2,0,desktop,8,3,0
TX044962,9779,1570,389.45,UPI,BANK_DECLINE,1,15,0.5289347495219733,0.7895094232544817,0,1,mobile,1,3,0
TX044963,10034,1044,1370.04,WALLET,BANK_DECLINE,1,120,0.8476959664548527,0.3328480477472556,2,0,mobile,15,1,0
TX044964,4649,1678,9455.44,WALLET,BANK_DECLINE,0,240,0.7593615654983548,0.9237896701251898,3,0,mobile,17,3,0
TX044965,16116,192,4909.86,WALLET,NETWORK,0,30,0.3756283778597173,0.4693506635234403,1,0,tablet,18,6,0
TX044966,18949,244,1334.72,NETBANKING,TIMEOUT,2,30,0.8138224619523851,0.45451399105366147,4,0,desktop,11,1,0
TX044967,3929,939,1063.44,WALLET,BANK_DECLINE,1,60,0.6164087225383347,0.7307667249258805,1,0,mobile,8,4,1
TX044968,1721,526,475.23,NETBANKING,LIMIT,3,120,0.9147394545713341,0.9452536156621589,1,1,mobile,11,3,0
TX044969,2804,2904,700.84,UPI,TIMEOUT,0,120,0.5472861784261843,0.7733693669957513,1,0,desktop,10,0,0
TX044970,13611,377,438.76,CARD,BANK_DECLINE,0,240,0.3381344623748682,0.5614363522730157,3,0,tablet,13,6,0
TX044971,1654,372,901.11,WALLET,TIMEOUT,1,30,0.49636753029329217,0.3186405339373293,4,0,desktop,23,0,0
TX044972,9336,2397,1463.07,UPI,NETWORK,1,240,0.8253405617579432,0.6603471708321562,1,1,mobile,16,3,0
TX044973,16109,1191,606.67,CARD,NETWORK,0,5,0.33885731812758524,0.8687745705484455,0,1,tablet,7,1,0
TX044974,10888,1809,690.11,UPI,NETWORK,0,15,0.7426542433001431,0.3393704275243731,1,0,mobile,17,3,1
TX044975,14229,1538,1617.95,CARD,LIMIT,1,5,0.36443296604437236,0.4692859284291221,2,0,desktop,2,4,0
TX044976,18276,1894,1149.84,NETBANKING,BANK_DECLINE,3,60,0.5474461265802784,0.8717582965391073,0,0,mobile,14,4,0
TX044977,5290,1657,2683.84,UPI,LIMIT,1,240,0.5640748730330545,0.38442283345310746,3,0,mobile,9,0,1
TX044978,19044,2273,14582.18,NETBANKING,LIMIT,0,30,0.6435462416940707,0.39946587476252887,3,0,desktop,1,6,0
TX044979,14899,1304,326.44,NETBANKING,LIMIT,2,30,0.8295052167308699,0.8936184045136066,0,0,desktop,2,6,1
TX044980,5913,665,711.43,WALLET,BANK_DECLINE,1,5,0.8262886851097857,0.4120906122284991,4,1,desktop,11,6,0
TX044981,11968,126,713.53,WALLET,TIMEOUT,3,240,0.608372999124012,0.8736654992877668,0,1,mobile,2,6,0
TX044982,8350,1802,328.25,CARD,NETWORK,2,5,0.8854302396119873,0.38530043201001307,0,0,mobile,1,1,0
TX044983,10328,2081,779.45,UPI,NETWORK,2,5,0.8842589182461129,0.7740135019072342,3,0,desktop,23,4,1
TX044984,18683,2716,847.28,UPI,LIMIT,3,5,0.59747571407108,0.8586936010863895,2,0,desktop,9,1,0
TX044985,3523,1446,288.66,WALLET,NETWORK,3,120,0.8027310840453166,0.4905149200623632,3,0,desktop,11,4,0
TX044986,2660,2250,186.72,CARD,TIMEOUT,1,60,0.5704477864217192,0.6056792422207814,3,0,tablet,6,0,0
TX044987,8630,929,4618.57,WALLET,BANK_DECLINE,0,240,0.8706671325221231,0.6870820848101404,0,0,desktop,6,3,1
TX044988,5512,2140,869.29,UPI,LIMIT,0,15,0.5966684075415651,0.5055005568090859,3,0,mobile,17,1,0
TX044989,2858,1470,958.29,CARD,TIMEOUT,0,30,0.6330860995984493,0.6532792436143124,2,0,desktop,11,6,0
TX044990,9329,2436,2489.7,UPI,TIMEOUT,2,60,0.599560908146042,0.41833079301472076,3,1,desktop,18,5,0
TX044991,12752,2207,4142.27,NETBANKING,LIMIT,1,60,0.7083387055678397,0.9349450838189974,0,0,desktop,14,4,0
TX044992,19137,1520,398.47,NETBANKING,LIMIT,2,30,0.8779735969114983,0.9251740856760966,2,0,mobile,15,3,1
TX044993,12048,247,5502.87,CARD,LIMIT,3,5,0.32776165593650924,0.8482220158549167,2,0,mobile,12,0,0
TX044994,8335,1771,747.01,CARD,BANK_DECLINE,2,60,0.9264359399820117,0.6773259139956436,3,0,tablet,0,4,1
TX044995,18568,1606,1471.29,CARD,BANK_DECLINE,1,30,0.8015782440305277,0.3026584108830458,2,0,mobile,0,1,1
TX044996,15071,2223,6380.35,WALLET,NETWORK,1,5,0.6759172788765482,0.5227541722516154,0,1,mobile,11,2,0
TX044997,18117,1528,569.28,WALLET,TIMEOUT,0,15,0.5879808792343622,0.9303109105497822,2,0,mobile,3,6,1
TX044998,19235,2288,357.14,NETBANKING,BANK_DECLINE,2,120,0.4133282155166309,0.35292028154323907,3,0,desktop,9,6,0
TX044999,7520,1881,5296.68,NETBANKING,BANK_DECLINE,2,120,0.7266459451176526,0.5618635836100802,0,0,desktop,15,6,0
TX045000,9586,1153,725.07,WALLET,TIMEOUT,0,15,0.5694639205749362,0.3031695088831124,3,0,mobile,9,2,0
TX045001,6291,577,18232.44,UPI,TIMEOUT,2,5,0.8940413553879394,0.8942484138291678,4,0,desktop,16,1,1
TX045002,19901,1309,874.87,UPI,BANK_DECLINE,3,15,0.8540898027853123,0.46601240900319274,3,1,mobile,12,5,1
TX045003,16106,1937,739.76,WALLET,BANK_DECLINE,3,30,0.780449950174521,0.6570784225048576,3,0,tablet,6,5,1
TX045004,4327,101,2880.38,WALLET,LIMIT,2,240,0.8429197715795509,0.7871296165756827,3,0,mobile,14,1,1
TX045005,7124,1014,204.21,UPI,BANK_DECLINE,0,60,0.8294975822428892,0.741049844506761,2,0,desktop,6,2,0
TX045006,14431,1258,1175.97,NETBANKING,NETWORK,0,120,0.3762624441791156,0.7543724787480868,2,0,mobile,5,0,1
TX045007,19450,2837,260.26,NETBANKING,LIMIT,0,15,0.5590195428903957,0.7993201600982707,0,0,mobile,17,0,1
TX045008,14095,1342,1715.03,UPI,BANK_DECLINE,3,30,0.4925458688304916,0.4625951319041188,0,1,tablet,0,0,0
TX045009,17180,1432,3190.06,NETBANKING,BANK_DECLINE,3,30,0.7200315647277984,0.5607814386790304,0,0,tablet,14,5,0
TX045010,1246,1932,1370.31,CARD,TIMEOUT,0,240,0.7912015425395225,0.7364775028345047,2,0,tablet,18,6,0
TX045011,8587,1263,491.43,CARD,NETWORK,2,30,0.5070997655910106,0.4834442281547091,3,0,desktop,17,2,0
TX045012,4138,2548,191.61,WALLET,NETWORK,0,5,0.8749616665804398,0.6020876977804406,4,0,mobile,2,5,0
TX045013,17725,219,3077.52,UPI,BANK_DECLINE,0,5,0.4047585523638539,0.7864056012375362,2,0,tablet,1,2,0
TX045014,15227,2680,475.69,UPI,LIMIT,3,120,0.7071201879454909,0.4526043877808761,3,0,tablet,14,2,0
TX045015,3434,2988,351.03,WALLET,LIMIT,0,15,0.6865714872028292,0.4429506647514728,1,1,mobile,18,5,0
TX045016,17725,2417,2755.72,CARD,NETWORK,3,30,0.428137600898188,0.8195392358980644,4,0,tablet,11,2,1
TX045017,17491,121,225.25,WALLET,TIMEOUT,1,60,0.3677198899364475,0.31394986246276285,1,0,mobile,22,1,0
TX045018,7820,2028,1546.9,UPI,LIMIT,0,120,0.47053438973627604,0.6328035197830164,4,0,mobile,10,1,1
TX045019,14613,1129,296.3,WALLET,TIMEOUT,0,30,0.5344843303759834,0.3405506667756816,1,0,mobile,19,6,0
TX045020,6226,2269,236.1,WALLET,TIMEOUT,3,15,0.9100174553358304,0.42859791680537274,3,0,mobile,20,1,0
TX045021,8802,2137,5229.48,NETBANKING,BANK_DECLINE,2,240,0.3700170714338932,0.835616469825984,3,1,tablet,2,6,0
TX045022,13872,1139,644.37,WALLET,LIMIT,3,60,0.637954317178482,0.45007353043342724,4,0,mobile,6,2,0
TX045023,11716,1861,2377.38,WALLET,NETWORK,1,60,0.5475874775857277,0.8298172700220274,2,0,desktop,17,3,0
TX045024,19768,2447,288.74,NETBANKING,LIMIT,2,240,0.6141549397866586,0.7671533185748232,3,1,desktop,23,6,0
TX045025,11552,2944,1696.33,NETBANKING,BANK_DECLINE,3,15,0.6988527463578023,0.33258267375634654,1,1,tablet,11,3,0
TX045026,14465,632,1025.25,UPI,LIMIT,0,15,0.7937739010207372,0.6718332428882163,0,0,desktop,8,1,0
TX045027,6920,1701,1691.86,WALLET,TIMEOUT,2,30,0.9483834753924079,0.6294234030929973,3,0,mobile,1,1,0
TX045028,9800,2439,1187.24,NETBANKING,LIMIT,3,5,0.8033842708019672,0.3168114679203988,2,0,desktop,8,5,0
TX045029,6468,2278,1771.57,CARD,TIMEOUT,1,5,0.7896380662065507,0.8621773288347385,2,0,tablet,16,0,0
TX045030,16125,1940,4844.91,CARD,LIMIT,1,240,0.6103819500593671,0.8869561403271102,4,0,desktop,20,1,0
TX045031,15077,140,3699.52,NETBANKING,LIMIT,3,60,0.3715992595393032,0.6324031986227214,3,0,desktop,19,0,0
TX045032,8696,2888,2407.62,WALLET,LIMIT,3,15,0.539512630039309,0.4981165564734427,0,0,desktop,10,4,0
TX045033,11539,2751,11722.74,CARD,LIMIT,0,120,0.4210120303193347,0.3386257302790084,4,0,mobile,23,4,0
TX045034,3739,2581,367.79,UPI,BANK_DECLINE,2,120,0.49041142029415674,0.44278160883126033,2,0,desktop,10,2,0
TX045035,14845,1137,1751.86,UPI,NETWORK,3,120,0.3873007644571316,0.6365895347253562,1,1,desktop,14,1,0
TX045036,6060,1747,2761.67,NETBANKING,TIMEOUT,1,5,0.5385212069763986,0.48178104969330704,3,0,mobile,13,1,0
TX045037,11662,2981,1902.17,CARD,TIMEOUT,3,120,0.39051937034727036,0.4185745025297429,4,0,mobile,8,4,0
TX045038,9685,1803,2495.33,WALLET,BANK_DECLINE,1,5,0.887066866629959,0.6674084657316384,1,0,desktop,13,5,1
TX045039,18401,1784,527.78,NETBANKING,TIMEOUT,3,15,0.38266605930962055,0.6777814895489974,0,0,mobile,10,4,0
TX045040,4490,2880,943.14,CARD,BANK_DECLINE,0,240,0.41613469574523343,0.9283413065397492,2,0,tablet,16,6,0
TX045041,3814,1348,2849.12,UPI,BANK_DECLINE,2,120,0.7773537611479513,0.6975955046076574,2,0,tablet,5,3,1
TX045042,11181,2958,1198.25,WALLET,LIMIT,0,120,0.3999764390558779,0.46375668425477296,3,1,mobile,0,1,0
TX045043,15680,2065,671.59,WALLET,TIMEOUT,1,60,0.76658657162409,0.36354519641567284,1,0,mobile,15,5,1
TX045044,5914,531,2060.52,CARD,TIMEOUT,3,240,0.4413520532090242,0.6095636202422947,1,1,desktop,1,6,0
TX045045,11558,1084,2630.25,NETBANKING,LIMIT,2,240,0.7640070626510256,0.6384610037629656,2,0,desktop,8,0,1
TX045046,14653,1320,605.93,NETBANKING,NETWORK,1,60,0.7836636405383385,0.7308679813799439,0,0,desktop,15,6,1
TX045047,12642,385,4218.38,UPI,LIMIT,2,15,0.7114822859274552,0.7969722106390439,3,0,tablet,0,4,0
TX045048,17973,2059,6672.78,CARD,NETWORK,2,15,0.3332017083425145,0.8994793664476604,3,0,desktop,4,5,0
TX045049,9826,2445,998.66,NETBANKING,BANK_DECLINE,1,30,0.7330490464732776,0.7713218202538497,1,0,tablet,22,2,0
TX045050,19617,2111,1048.35,CARD,TIMEOUT,0,60,0.890479388142928,0.4940124452572403,1,0,mobile,1,5,0
TX045051,18697,1620,1966.72,NETBANKING,TIMEOUT,1,60,0.782489024179122,0.3114255080025739,4,0,tablet,12,3,0
TX045052,13541,598,3279.58,WALLET,NETWORK,1,15,0.5826820603823656,0.7785868985734059,2,0,mobile,10,4,1
TX045053,18354,1147,2450.81,UPI,NETWORK,3,15,0.6773898679507173,0.7094759421494233,1,0,tablet,9,1,0
TX045054,5706,308,519.63,NETBANKING,BANK_DECLINE,3,240,0.32652347126616355,0.812286170404628,1,1,tablet,15,1,1
TX045055,7589,2462,2032.92,UPI,TIMEOUT,1,15,0.8390961652671807,0.8017865167936991,1,0,mobile,2,1,0
TX045056,17289,292,725.85,WALLET,TIMEOUT,0,15,0.8588939771899129,0.5664115283248143,2,0,mobile,11,0,0
TX045057,10671,2713,845.12,UPI,LIMIT,3,15,0.3370510725844649,0.5575830616953308,4,0,mobile,2,5,0
TX045058,10362,1950,385.25,WALLET,NETWORK,3,120,0.7711112576315595,0.6407546192760567,4,0,tablet,3,6,0
TX045059,14171,333,1448.52,UPI,BANK_DECLINE,3,120,0.8660580678480112,0.9087497530789526,1,0,tablet,2,6,0
TX045060,4185,993,1067.52,WALLET,NETWORK,0,120,0.742323384100492,0.9005397735415723,0,0,tablet,13,5,1
TX045061,8264,2482,1151.53,NETBANKING,NETWORK,0,60,0.7884991291283057,0.8341668357904299,3,0,desktop,8,5,0
TX045062,16741,1439,479.13,WALLET,BANK_DECLINE,1,240,0.841608806629317,0.5222836794462907,2,1,mobile,8,1,1
TX045063,19759,1107,2374.5,WALLET,TIMEOUT,1,5,0.9121062007808971,0.706588247976478,3,0,mobile,4,5,0
TX045064,16529,1673,1047.83,CARD,BANK_DECLINE,0,240,0.8454024377067162,0.42181096034025145,2,0,tablet,3,5,1
TX045065,7450,2027,1232.52,CARD,TIMEOUT,2,15,0.4609244375919409,0.8327015777295972,0,0,tablet,0,0,0
TX045066,17582,2670,4134.9,UPI,TIMEOUT,3,60,0.5656200308167387,0.8526444690900123,3,0,tablet,8,5,0
TX045067,4248,343,4339.84,UPI,BANK_DECLINE,3,15,0.38849093239665183,0.8331896154043839,2,1,tablet,9,6,0
TX045068,2147,2842,1453.99,WALLET,NETWORK,3,120,0.37615571025861616,0.3498161518284635,1,0,desktop,23,3,0
TX045069,7750,524,1235.88,CARD,TIMEOUT,3,30,0.7096521704952805,0.7518118300811871,3,0,tablet,13,5,1
TX045070,5706,1615,2712.31,NETBANKING,TIMEOUT,3,60,0.7201114574622789,0.9283355945460503,3,0,mobile,20,5,1
TX045071,5035,328,4836.63,WALLET,NETWORK,0,15,0.48950512271226343,0.9322146601187395,1,0,mobile,11,5,0
TX045072,17240,742,3590.21,WALLET,NETWORK,3,60,0.4325872912192743,0.43127734228848114,3,0,desktop,16,4,0
TX045073,10917,1774,1081.41,UPI,BANK_DECLINE,3,30,0.6621725782582637,0.6704744973717561,1,1,desktop,3,2,0
TX045074,4968,2463,1676.77,CARD,LIMIT,1,5,0.5713430347233059,0.7829950453744459,0,0,mobile,7,1,1
TX045075,12281,1773,487.51,CARD,TIMEOUT,2,30,0.6055378299868441,0.3052455856448453,0,0,desktop,19,5,0
TX045076,6054,239,976.74,UPI,LIMIT,3,240,0.9006166219594043,0.7852046600142903,4,0,desktop,22,1,0
TX045077,14485,2087,824.38,NETBANKING,NETWORK,1,5,0.8573624250333496,0.8509376540591991,1,0,desktop,19,3,1
TX045078,18810,2186,850.84,CARD,NETWORK,1,30,0.4339411642017599,0.7757600674964439,0,0,tablet,9,3,1
TX045079,19225,611,860.53,WALLET,NETWORK,1,15,0.33317976028004803,0.8943657196458654,4,0,mobile,13,3,0
TX045080,5863,2163,1122.04,NETBANKING,NETWORK,3,120,0.6860771466368005,0.7824529753884716,0,0,mobile,21,0,0
TX045081,15431,1532,3536.95,UPI,BANK_DECLINE,1,240,0.6503384175081346,0.7319216149779288,1,0,desktop,20,1,0
TX045082,13085,1023,2282.05,UPI,TIMEOUT,1,60,0.8046704844671599,0.6881414810223021,4,0,tablet,19,1,0
TX045083,7174,351,2196.45,UPI,NETWORK,1,120,0.9427228565010581,0.714969676088915,4,0,tablet,13,1,0
TX045084,19528,1898,1778.08,UPI,BANK_DECLINE,0,30,0.727422877960124,0.4520560930813586,3,0,desktop,5,4,1
TX045085,1704,2996,766.53,NETBANKING,BANK_DECLINE,0,60,0.5501178933878113,0.30934425725485437,1,0,tablet,11,6,0
TX045086,10960,1496,8007.79,NETBANKING,BANK_DECLINE,3,5,0.7490665178946849,0.8312434647458107,2,0,mobile,2,2,1
TX045087,2069,351,1744.02,NETBANKING,BANK_DECLINE,3,30,0.37336778311403795,0.5581815992610102,1,1,mobile,6,0,0
TX045088,13066,768,1372.85,UPI,BANK_DECLINE,0,120,0.8053648102537083,0.7933221020722877,2,0,tablet,17,4,0
TX045089,8728,2229,6097.25,WALLET,TIMEOUT,1,240,0.6845982308659846,0.3142578600957157,1,0,desktop,12,6,0
TX045090,7428,2850,2207.53,CARD,TIMEOUT,2,60,0.4020105141850465,0.6927607559414366,3,0,tablet,2,2,0
TX045091,9960,1262,4021.1,NETBANKING,NETWORK,2,30,0.8568836104566071,0.7086559387614797,3,0,mobile,10,5,0
TX045092,16030,1762,646.52,UPI,NETWORK,3,240,0.9189190435731447,0.4173395928540911,0,0,desktop,17,4,0
TX045093,15874,895,1839.32,UPI,TIMEOUT,1,60,0.3255086941984254,0.4368613571800504,1,0,tablet,4,2,1
TX045094,12915,1242,279.26,WALLET,BANK_DECLINE,2,120,0.44553663395917437,0.7392874726032365,0,0,tablet,2,6,0
TX045095,9451,145,741.74,WALLET,BANK_DECLINE,1,30,0.7971336187503293,0.7898793248853782,3,0,tablet,8,2,1
TX045096,7735,1461,8047.76,NETBANKING,NETWORK,3,15,0.6134687169090682,0.43341511965711876,1,0,mobile,19,4,0
TX045097,16626,2662,456.42,NETBANKING,NETWORK,2,60,0.5208985031109843,0.6638482529193097,0,1,tablet,11,2,0
TX045098,6275,241,700.04,CARD,BANK_DECLINE,1,240,0.663594555170703,0.572339979668018,4,1,mobile,19,4,0
TX045099,15273,2826,886.37,UPI,TIMEOUT,3,60,0.4937390465635467,0.4436459798577902,2,0,tablet,3,2,0
TX045100,10831,636,737.55,CARD,TIMEOUT,1,120,0.6527525163920904,0.796358939578055,0,0,desktop,6,0,1
TX045101,19777,1409,326.33,NETBANKING,LIMIT,3,15,0.8866210521517661,0.7814677586529275,0,1,mobile,2,6,1
TX045102,19614,1079,1453.41,UPI,TIMEOUT,0,120,0.5149662101577442,0.39230755645378695,3,0,desktop,23,4,0
TX045103,12590,221,1457.63,WALLET,BANK_DECLINE,1,5,0.7628109502068168,0.48658887222941966,0,0,mobile,13,4,1
TX045104,1895,842,2230.03,UPI,BANK_DECLINE,1,30,0.7093254241781854,0.4880620237509656,0,0,desktop,18,1,1
TX045105,9852,1006,457.81,WALLET,BANK_DECLINE,1,120,0.4756687128188698,0.38965348237521436,2,0,desktop,22,5,0
TX045106,12041,2725,1123.34,NETBANKING,TIMEOUT,0,30,0.8356786343655545,0.6028044217468467,3,0,mobile,6,2,0
TX045107,11617,138,528.35,UPI,LIMIT,3,15,0.936969117501137,0.7214575650170196,2,0,mobile,2,4,0
TX045108,2110,1407,408.33,UPI,NETWORK,3,30,0.9080434618721336,0.9102583020783406,4,0,desktop,5,5,0
TX045109,7823,2378,4289.46,WALLET,TIMEOUT,3,30,0.7645428096728888,0.8011624975502845,1,0,desktop,21,0,0
TX045110,10350,1766,9784.46,WALLET,NETWORK,0,120,0.9342505026707357,0.6072716970053651,4,0,mobile,12,0,1
TX045111,3137,476,888.88,CARD,TIMEOUT,2,30,0.6030537517480601,0.5960457057585244,4,0,desktop,0,2,0
TX045112,14107,685,1562.67,NETBANKING,TIMEOUT,0,15,0.5228956218735918,0.476089290350383,0,0,desktop,7,0,1
TX045113,2840,2522,711.92,NETBANKING,TIMEOUT,1,240,0.7311639532791788,0.5633559905192687,2,0,tablet,4,2,1
